REF_ID,PUB_TYPE,Referece
REF0488,Article,"Boubli, J. P., Ribas, C., Alfaro, J. W. L., Alfaro, M. E., da Silva, M. N. F., Pinho, G. M., and Farias, I. P. 2015. Spatial and temporal patterns of diversification on the Amazon: A test of the riverine hypothesis for all diurnal primates of Rio Negro and Rio Branco in Brazil. Molecular Phylogenetics and Evolution. 82: 400-412.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0489,Article,"Presotto, A., and Izar, P. 2010. Spatial reference of black capuchin monkeys in Brazilian Atlantic Forest: egocentric or allocentric. Animal Behaviour. 80: 125-132.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0490,Article,"Waga, I. C., Dacier, A. K., Pinha, P. S., and Tavares, M. C. H. 2006. Spontaneous tool use by wild capuchin monkeys (Cebus libidinosus) in the cerrado. Folia Primatologica. 77: 337-344.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0491,Article,"Tabacow, F. P., Mendes, S. L., and Strier, K. B. 2009. Spread of a terrestrial tradition in an arboreal primate. American Anthropologist. 111: 238-249.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0492,Article,"Ferreyra, H., Argibay, H., Rinas, M. A., and Uhart, M. 2012. Squirrel monkey Cytomegalovirus antibodies in free-ranging black howler monkeys (Alouatta caraya), Misiones, Argentina. Journal of wildlife diseases. 48: 512-513.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0493,Article,"Haslam, M., Cardoso, R. M., Visalberghi, E., and Fragaszy, D. 2014. Stone anvil damage by wild bearded capuchins (Sapajus libidinosus) during pounding tool use: a field experiment. PloS one. 9: e111273.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0494,Article,"Faltico, T., and Ottoni, E. B. 2013. Stone throwing as a sexual display in wild female bearded capuchin monkeys, Sapajus libidinosus. PLoS One. 8: e79535.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0495,Article,"Spagnoletti, N., Visalberghi, E., Ottoni, E., Izar, P., and Fragaszy, D. 2011. Stone tool use by adult wild bearded capuchin monkeys (Cebus libidinosus). Frequency, efficiency and tool selectivity. Journal of Human Evolution. 61: 97-107.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0496,Article,"Spagnoletti, N., Visalberghi, E., Verderane, M. P., Ottoni, E., Izar, P., and Fragaszy, D. 2012. Stone tool use in wild bearded capuchin monkeys, Cebus libidinosus. Is it a strategy to overcome food scarcity. Animal Behaviour. 83: 1285-1294.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0497,Article,"Jurez, C. P., Dvoskin, R., and Fernndez-Duque, E. 2005. Structure and composition of wild black howler troops (Alouatta caraya) in gallery forests of the Argentinean Chaco. Neotropical Primates. 13: 19-22.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0498,Article,"Boubli, J. P., Couto-Santos, F. R., and Strier, K. B. 2011. Structure and floristic composition of one of the last forest fragments containing the critically endangered northern muriqui (Brachyteles hypoxanthus, Primates). Ecotropica. 17: 53-69.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0499,Article,"da Silva Junior, W. M., de Melo, F. R., Moreira, L. S., Barbosa, E. F., and Meira-Neto, J. A. A. 2010. Structure of Brazilian Atlantic forests with occurrence of the woolly spider monkey (Brachyteles hypoxanthus). Ecological research. 25: 25-32.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0500,Article,"Alfaro, J. W. L. 2007. Subgrouping patterns in a group of wild Cebus apella nigritus. International Journal of Primatology. 28: 271-289.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0501,Article,"Koch, F., and Bicca-Marques, J. C. 2004. Substrate manipulation by Alouatta guariba clamitans in solving a locomotor problem. Neotropical Primates. 12: 138-139.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0502,Article,"Garcia, V. L. A. 2005. Survey and status of the muriquis (Brachyteles arachnoides) in the Serra dos rgos National Park, Rio de Janeiro. Neotropical Primates. 13: 79-84.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0503,Article,"Henriques, R. P. B., and Cavalcante, R. J. 2004. Survey of a gallery forest primate community in the Cerrado of the Distrito Federal, Central Brazil. Neotropical Primates. 12: 78-83.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0504,Article,"Büntge, A. B., and Pyritz, L. W. 2007. Sympatric occurrence of Alouatta caraya and Alouatta sara at the Ro Yacuma in the Beni Department, Northern Bolivia. Neotropical Primates. 14: 82-83.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0505,Article,"Vilela, S. L. 2007. Sympatry and diet of Callithrix penicillata (Hershkovitz)(Callitrichidae) and Cebus libidinosus (Spix)(Cebidae) in gallery forests from Distrito Federal, Brasil. Revista Brasileira de Zoologia. 24: 601-607.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0506,Article,"Aguiar, L. M., Mellek, D. M., Abreu, K. C., Boscarato, T. G., Bernardi, I. P., Miranda, J. M., and Passos, F. C. 2007. Sympatry between Alouatta caraya and Alouatta clamitans and the rediscovery of free-ranging potential hybrids in Southern Brazil. Primates. 48: 245-248.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0507,Article,"Gregorin, R. 2006. Taxonomy and geographic variation of species of the genus Alouatta Lacépède (Primates, Atelidae) in Brazil. Revista Brasileira de Zoologia. 23: 64-144.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0508,Article,"Rocha, V. J., Aguiar, L. M., Ludwig, G., Hilst, C. L., Teixeira, G. M., Svoboda, W. K., Shiozawa, M. M., Malanski, L. S., Navarro, I. T., Mario, J. H. F., and Passos, F. C. 2007. Techniques and trap models for capturing wild tufted capuchins. International Journal of Primatology. 28: 231-243.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0509,Article,"Cäsar, C., Byrne, R., Young, R. J., and Zuberbühler, K. 2012. The alarm call system of wild black-fronted titi monkeys, Callicebus nigrifrons. Behavioral Ecology and Sociobiology. 66: 653-667.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0510,Article,"Moura, A. C. de A., and McConkey, K. R. 2007. The capuchin, the howler, and the caatinga: seed dispersal by monkeys in a threatened Brazilian forest. American Journal of Primatology. 69: 220-226.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0511,Article,"Dos Santos, G. P., Galvo, C., and Young, R. J. 2012. The diet of wild black-fronted titi monkeys Callicebus nigrifrons during a bamboo masting year. Primates. 53: 265-272.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0512,Article,"Flesher, K. M. 2015. The distribution, habitat use, and conservation status of three Atlantic Forest monkeys (Sapajus xanthosternos, Callicebus melanochir, Callithrix sp.) in an agroforestry - forest mosaic in Southern Bahia, Brazil. International Journal of Primatology. 36: 1172-1197.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0513,Article,"Camarotti, F. L. M., da Silva, V. L., de Oliveira, M. A. B. 2015. The effects of introducing the Amazonian squirrel monkey on the behavior of the northeast marmoset. Acta Amazonica. 45: 29-34.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0514,Article,"Mannu, M., and Ottoni, E. B. 2009. The enhanced tool?kit of two groups of wild bearded capuchin monkeys in the Caatinga: tool making, associative use, and secondary tools. American Journal of Primatology. 71: 242-251.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0515,Article,"Souza, F., Alfieri, A. A., Alfieri, A. F., Lorenzetti, E., Headley, S. A., Passos, F., Silvestre, T., Zago, L., Mottin, V., Montiani-Ferreira, F., Lange, R., Svoboda, W., and Gomes, E. 2012. The evaluation of enteric viruses in asymptomatic free?ranging non?human primates (Alouatta guariba clamitans, Alouatta caraya, Callithrix spp., Callithrix penicillata, and Leontopithecus caissara) in southern Brazil. Journal of medical primatology. 41: 304-308.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0516,Article,"Lapenta, M. J., and Procpio-de-Oliveira, P. 2009. The Fate of Seeds Dispersed by Golden Lion Tamarins (Leontopithecus rosalia) in an Atlantic Forest Fragment, Brazil. Tropical Conservation Science. 2: 266-281.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0517,Article,"Miranda, J., Aguiar, L. M., Ludwig, G., Moro-Rios, R. F., and Passos, F. C. 2005. The first seven months of an infant of Alouatta guariba (Humboldt)(Primates, Atelidae): interactions and the development of behavioral patterns. Revista Brasileira de Zoologia. 22: 1191-1195.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0518,Article,"Monteiro, R. V., Dietz, J. M., and Jansen, A. M. 2010. The impact of concomitant infections by Trypanosoma cruzi and intestinal helminths on the health of wild golden and golden-headed lion tamarins. Research in veterinary science. 89: 27-35.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0519,Article,"Bravo, S. P. 2012. The impact of seed dispersal by black and gold howler monkeys on forest regeneration. Ecological Research. 27: 311-321.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0520,Article,"Strier, K. B. 2002. The muriqui population of the Estao Biolgica de Caratinga, Minas Gerais, Brazil: updates. Neotropical Primates. 10: 115-119.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0521,Article,"De Melo, F. R., Cosenza, B. A., Ferraz, D. S., Souza, S. L., Nery, M. S., and Rocha, M. J. 2005. The near extinction of a population of northern muriquis (Brachyteles hypoxanthus) in Minas Gerais, Brazil. Neotropical Primates. 13: 10-14.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0522,Article,"Wheeler, B. C. 2009. The Ontogeny of Snake Recognition in Wild Tufted Capuchin Monkeys (Cebus apella nigritus). Folia Primatologica. 80: 149-149.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0523,Article,"Miller, K. E., Laszlo, K., and Dietz, J. M. 2003. The role of scent marking in the social communication of wild golden lion tamarins, Leontopithecus rosalia. Animal Behaviour. 65: 795-803.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0524,Article,"Tujague, M. P., and Scarry, C. 2012. The role of the alpha male in group coordination in capuchin monkeys (Cebus apella nigritus). American Journal of Primatology. 74: 37-37.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0525,Article,"Martins, M. M. 2005. The southern muriqui, Brachyteles arachnoides: ecology of a population in a semideciduous forest fragment. Neotropical Primates. 13: 61-65.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0526,Article,"Ferreira, R. G., Emidio, R. A., and Jerusalinsky, L. 2010. Three stones for three seeds: natural occurrence of selective tool use by capuchins (Cebus libidinosus) based on an analysis of the weight of stones found at nutting sites. American Journal of Primatology. 72: 270-275.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0527,Article,"Strier, K. B., Mendes, S. L., and Santos, R. R. 2001. Timing of births in sympatric brown howler monkeys (Alouatta fusca clamitans) and northern muriquis (Brachyteles arachnoides hypoxanthus). American Journal of Primatology. 55: 87-100.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0528,Article,"Cäsar, C., Zuberbühler, K., Young, R. J., and Byrne, R. W. 2013. Titi monkey call sequences vary with predator location and type. Biology letters. 9: 20130535.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0529,Article,"Tokuda, M., Martins, M. M., and Izar, P. 2014. Transferability of microsatellites for studies on the social behavior of the tufted capuchin monkey (genus Sapajus). Genetics and Molecular Research. 13: 9910-9914.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0530,Article,"Hankerson, S. J., Franklin, S. P., and Dietz, J. M. 2007. Tree and forest characteristics influence sleeping site choice by golden lion tamarins. American Journal of Primatology. 69: 976-988.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0531,Article,"Lisboa, C. V., Dietz, J., Baker, A. J., Russel, N. N., and Jansen, A. M. 2000. Trypanosoma cruzi infection in Leontopithecus rosalia at the Reserva Biolgica de Poco das Antas, Rio de Janeiro, Brazil. Memrias do Instituto Oswaldo Cruz. 95: 445-452.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0532,Article,"Rapaport, L. G., and Ruiz-Miranda, C. R. 2002. Tutoring in wild golden lion tamarins. International Journal of Primatology. 23: 1063-1070.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0533,Article,"de Santana, M. M., Souza-Alves, J. P., and Ferrari, S. F. 2014. Twinning in Titis (Callicebus coimbrai): Stretching the Limits of Biparental Infant Caregiving. Neotropical Primates. 21: 189-191.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0534,Article,"Fortes, V. B. 2002. Um caso de rapto ou transferncia acidental de um infante entre bandos vizinhos de Alouatta guariba clamitans. Neotropical Primates. 10: 122-124.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0535,Article,"Ludwig, G., Aguiar, L. M., and Rocha, V. J. 2005. Uma avaliao da dieta, da rea de vida e das estimativas populacionais de Cebus nigritus (Goldfuss, 1809) em um fragmento florestal no norte do estado do Paran. Neotropical Primates. 13: 12-18.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0536,Article,"Souza-Alves, J. P., Fontes, I. P., and Ferrari, S. F. 2011. Use of sleeping sites by a titi group (Callicebus coimbrai) in the Brazilian Atlantic Forest. Primates. 52: 155-161.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0537,Article,"Breves, P., Andrade Dias, A. S., Pissinatti, A., and Boubli, J. P. 2013. Uso do Cho por Brachyteles arachnoides no Parque Nacional Serra dos rgos, Terespolis, Brasil. Neotropical Primates. 20: 52-54.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0538,Article,"Scarry, C. J. 2012. Variable participation in intergroup aggression by female tufted capuchin monkeys (Cebus apella nigritus) American Journal of Primatology. 74: 28-28.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0539,Article,"Strier, K. B., and Ziegler, T. E. 2005. Variation in the resumption of cycling and conception by fecal androgen and estradiol levels in female northern muriquis (Brachyteles hypoxanthus). American journal of primatology. 67: 69-81.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0540,Article,"Bastos, M., Souto, A., Jones, G., Eason, P., Bione, C., Schiel, N., and Bezerra, B. 2015. Vocal repertoire of wild blonde capuchins (Sapajus flavius) and contextual use of calls. American journal of primatology. 77: 605-617.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0541,Article,"Mendes, F. D., and Ades, C. 2004. Vocal sequential exchanges and intragroup spacing in the Northern Muriqui Brachyteles arachnoides hypoxanthus. Anais da Academia brasileira de Cincias. 76: 399-404.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0542,Article,"Steinmetz, S. 2005. Vocalizaes de longo alcance como comunicao intra-grupal nos bugios (Alouatta guariba). Neotropical Primates. 13: 11-15.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0543,Article,"Ingberman, B., Fusco-Costa, R., Carvalho Cheida, C., Cardim Nakano-Oliveira, E., Garcia Rodrigues, R., and Araujo Monteiro-Filho, E. L. 2010. Was there ever a Muriqui (Brachyteles) population in the Ilha do Cardoso State Park in Southeastern Brazil. Neotropical Primates. 17: 21-24.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0544,Article,"Fernndez, V. A., Kowalewski, M., and Zunino, G. E. 2013. Who is coordinating collective movements in black and gold howler monkeys. Primates. 54: 191-199.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0545,Article,"Hilrio, R. R., and Ferrari, S. F. 2011. Why feed on fungi - The nutritional content of sporocarps consumed by buffy-headed marmosets, Callithrix flaviceps (Primates: Callitrichidae), in southeastern Brazil. Journal of chemical ecology. 37: 145-149.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0546,Article,"Massaro, L., Liu, Q., Visalberghi, E., and Fragaszy, D. 2012. Wild bearded capuchin (Sapajus libidinosus) select hammer tools on the basis of both stone mass and distance from the anvil. Animal cognition. 15: 1065-1074.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0547,Article,"Liu, Q., Fragaszy, D., Wright, B., Wright, K., Izar, P., and Visalberghi, E. 2011. Wild bearded capuchin monkeys (Cebus libidinosus) place nuts in anvils selectively. Animal Behaviour. 81: 297-305.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0548,Article,"Fragaszy, D. M., Liu, Q., Wright, B. W., Allen, A., Brown, C. W., and Visalberghi, E. 2013. Wild bearded capuchin monkeys (Sapajus libidinosus) strategically place nuts in a stable position during nut-cracking. PLoS One. 8: e56182.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0549,Article,"Mangalam, M., and Fragaszy, D. M. 2015. Wild bearded capuchin monkeys crack nuts dexterously. Current Biology. 25: 1334-1339.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0550,Article,"Sirianni, G., and Visalberghi, E. 2013. Wild Bearded Capuchins Process Cashew Nuts Without Contacting Caustic Compounds. American Journal of Primatology. 75: 387-393.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0551,Article,"Aguiar, L. M., Pie, M. R., and Passos, F. C. 2008. Wild mixed groups of howler species (Alouatta caraya and Alouatta clamitans) and new evidence for their hybridization. Primates. 49: 149-152.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0552,Article,"Rodrigues, N. N., and Martinez, R. A. 2014. Wildlife in our backyard: interactions between Wied s marmoset Callithrix kuhlii (Primates: Callithrichidae) and residents of Ilhéus, Bahia, Brazil. Wildlife Biology. 20: 91-96.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0553,Article,"Aguirre, A. C. 1971. O mono Brachyteles arachnoides (E. Geoffroy). Academia Brasileira de Cincias.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0554,Article,"Almeida, R. T., Pimentel, D. S., and Silva, E. M. C. 1995. The red-handed howling monkey in the state of Pernambuco, North-East Brazil. Neotropical Primates. 3: 174-176.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0555,Article,"Auricchio, P. 1997. A new locality for Brachyteles arachnoides and the urgency of finding new  directions for muriqui conservation. Neotropical Primates. 5: 78–80.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0556,Article,"Auricchio, P., and da SIlva, M. A. F. 2000. Nova Ocorrncia de Brachyteles arachnoides no Parque Estadual da Serra do Mar, So Paulo, Brasil. Neotropical Primates. 8: 30-31.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0557,Article,"vila-Pires, F. D. 1969. Taxonomia e zoogeografia do genero Callithrix Erxleben, 1777 (Primates, Callitrichidae). Revista Brasileira de Biologia, 29: 49-64.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0558,Article,"vila-Pires, F. D., and Gouveia, E. 1977. Mamferos do Parque Nacional do Itatiaia. Boletim do Museu Nacional, Rio de Janeiro. 291: 1-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0560,Article,"Bonvicino, C. R. 1989. Ecologia e comportamento de Alouatta belzebul (Primates: Cebidae) na mata atlântica. Revista Nordestina de Biologia. 6: 149-179.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0561,Article,"Bonvicino, C. R., Langguth, A., and Mittermeier, R. A. 1989. A study of pelage color and geographic distribution in Alouatta belzebul (Primates: Cebidae). Revista Nordestina de Biologia. 6: 139-148.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0563,Article,"Brando, L. D., and Develey, P. F. 1998. Distribution and conservation of the buffy-tufted-ear marmoset, Callithrix aurita, in lowland coastal Atlantic forest, south-east Brazil. Neotropical Primates. 6: 86-88.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0564,Article,"Brown, A. D., and Zunino, G. E. 1990. Dietary variability in Cebus apella in extreme habitats: evidence for adaptability. Folia primatologica. 54: 187-195.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0565,Article,"Cabrera, A. 1958. Catlogo de los mamferos de América del Sur I. Revista del Museo Argentino de Ciencias Naturales Bernardino Rivadavia, Ciencias Zoolgicas. 4 : 1-307.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0566,Article,"Câmara, I. G. 1995. Muriquis in the Itatiaia National Park, Brazil. Neotropical Primates. 3: 19.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0567,Article,"Cerqueira, R., Marroig, G., and Finder, L. 1998. Marmosets and lion-tamarins distribution (Callitrichidae, Primates) in Rio de Janeiro state, south-eastern Brazil. Mammalia. 62: 213-226.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0568,Article,"Chiarello, A. G. 1993. Activity pattern of the brown howler monkey Alouatta fusca, Geoffroy 1812, in a forest fragment of southeastern Brazil. Primates. 34: 289-293.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0569,Article,"Chiarello, A. G. 2000b. Density and population size of mammals in remnants of Brazilian Atlantic forest. Conservation Biology. 14: 1649-1657.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0570,Article,"Coimbra-Filho, A. F. 1969. Mico-Leo, Leontideus rosalia (Linnaeus, 1766), situao atual da espécie no Brasil (Callitrichidae-Primates). Anais da Academia Brasileira de Cincia. 41: 29-52.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0571,Article,"Coimbra-Filho, A. F. 1995. On the geographic distribution of the red-handed howling monkey, Alouatta belzebul, in north-east Brazil. Neotropical Primates. 3: 176-179.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0572,Article,"Coimbra-Filho, A. F., Rylands, A. B., Pissinatti, A., and Santos, I. B. 1992. The distribution and status of the buff-headed capuchin monkey, Cebus xanthosternos Wied 1820, in the Atlantic Forest region of eastern Brazil. Primate Conservation. 13: 12-13.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0573,Article,"Coimbra-Filho, A. F., Silva, R. R., and Pissinatti, A. 1981. Sobre a dieta de Callitrichidae em cativeiro. Revista Biotérios. 1: 83-93.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0575,Article,"Cosenza, B. A. P. 1993. Primatas do municpio de Carangola. Boletim do Museu Muncipal, Carangola, Minas Gerais, série Zoologia. 1: 1-17.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0576,Article,"Coutinho, P. E. G., and Corra, H. K. M. 1995. Polygyny in a free ranging group of buffy-tufted-ear Marmosets, Callithrix aurita. Folia Primatologica, 65: 25-29. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0580,Article,"de Vivo, M. 1991. Taxonomia de Callithrix Erxleben, 1777 (Callitrichidae, Primates). Fundao Biodiversitas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0581,Article,"Dias, L. G., and Strier, K. B. 2000. Agonistic encounters between muriquis, Brachiteles arachnoides hypoxanthus (Primates, Cebidae), and other animals at the Estacao Biolgica de Caratinga, Minas Gerais, Brazil. Neotropical Primates. 8: 138-141.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0582,Article,"Digby, L. J., and Barreto, C.E. 1993. Social organization in a wild population of Callithrix jacchus. Folia Primatologica. 61: 123-134.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
